STRATO	M1	M2	M3	M4	S1	S2	S3	S4	N	DOM1	COST	CENS	SOLUZ
1	31.5357142857143	41.5892857142857	56.3035714285715	32.7678571428572	22.2002132487832	30.9202551985605	36.9437139953988	20.1460681346941	56	7	1	0	2
2	152.717391304348	202.195652173913	255.608695652174	117.130434782609	169.735058608978	227.968187261893	261.541496585009	114.595523202439	46	7	1	0	6.5053532974813
3	196.166666666667	328.166666666667	373.5	222.666666666667	412.407539806062	695.836191610896	767.313197679626	434.014956219509	6	7	1	0	2.06167104112595
4	1660.25	2480.75	2883.25	1630.5	774.21355258094	1081.42666186848	1099.12197912698	675.472936171391	4	7	1	0	2.58025277860515
5	1526	2147	2455	1290	0	0	0	0	1	7	1	0	1
6	138.018867924529	185.867924528302	239.584905660377	114.849056603774	46.544984675711	67.7776751437643	75.3712483387676	45.6605397367038	53	7	1	0	2.0553712032463
7	111.833333333333	152.5	182.388888888889	102.944444444444	26.8636644375611	48.8332288999168	52.7789775082938	38.1952301055558	18	7	1	0	2
8	393.607142857143	523.428571428571	629.857142857143	289.035714285714	152.456768734314	202.972670157819	258.239942702548	128.928179745646	28	7	1	0	3.55669196320934
9	842.5	1248.5	1380.5	515	351.5	579.5	687.5	302	2	7	1	0	2
10	738.363636363636	1092.81818181818	1270.36363636364	665.545454545455	231.138309617068	381.596501652547	444.814622823582	288.170503251088	11	7	1	0	2.11839111733573
11	651	956	1104	704	0	0	0	0	1	7	1	0	1
12	1126	1623	2278	1401	0	0	0	0	1	7	1	0	1
